r,g,b,path,material
176,176,176,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,176,176,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,176,176,"Props_1F/prop_window/Win_Divider","Win_Wood"
16,208,176,"Props_1F/prop_iv_stand_v2/Torus.001","IV_Metal"
48,208,176,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
80,208,176,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
112,208,176,"Grime/Decal_Water_01_73_1","Decal_Water_01"
144,208,176,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
176,208,176,"Props_1F/prop_fire_extinguisher/Ext_Handle","ExtSilver"
208,208,176,"ExtraProps_1F/Ext_1F_L/Label","Prop_ExtLabel"
240,208,176,"Grime/Decal_Scratch_01_104_-1","Decal_Scratch_01"
16,240,176,"Props_1F/prop_iv_stand_v2/IV_Leg2","IV_Rust"
48,240,176,"HospitalBed_1/Leg","BedMetal"
80,240,176,"Wainscot_1F/TR","Trim_Dark"
112,240,176,"Props_1F/prop_blood_pressure_monitor/BP_Box","BP_Metal"
144,240,176,"Grime/Decal_Water_01_47_1","Decal_Water_01"
176,240,176,"Props_1F/prop_iv_stand_v2/Torus","IV_Metal"
208,240,176,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
240,240,176,"Grime/Decal_Scratch_01_89_1","Decal_Scratch_01"
16,16,208,"ExtraProps_1F/Ext_1F_R/Bracket","Prop_ExtMetal"
48,16,208,"IVStand_2/Hook","IVMetal"
80,16,208,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
112,16,208,"HospitalBed_2/Footboard","BedMetal"
144,16,208,"Grime/Decal_Water_01_28_-1","Decal_Water_01"
176,16,208,"ExtraProps_1F/NurseCounter_1F/Chart_4","Prop_PaperFlat"
208,16,208,"ExtraProps_1F/Ext_1F_L/Lever","Prop_ExtMetal"
240,16,208,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
16,48,208,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
48,48,208,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
80,48,208,"Grime/Decal_Mold_02_55_1","Decal_Mold_02"
112,48,208,"Grime/Decal_Water_01_94_-1","Decal_Water_01"
144,48,208,"Props_1F/prop_fire_extinguisher/Ext_Top","ExtSilver"
176,48,208,"HospitalBed_2/SideRail","BedMetal"
208,48,208,"Props_1F/prop_iv_stand_v2/IV_Ring","IV_Rust"
240,48,208,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,80,208,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
48,80,208,"Grime/Decal_Scratch_01_48_-1","Decal_Scratch_01"
80,80,208,"ExtraProps_1F/NurseCounter_1F/Shelf","Prop_Wood"
112,80,208,"Light_3/Bracket","FluorTube"
144,80,208,"Grime/Decal_Scratch_01_36_-1","Decal_Scratch_01"
176,80,208,"Grime/Decal_Mold_01_24_-1","Decal_Mold_01"
208,80,208,"ExtraProps_1F/NurseCounter_1F/Chart_1","Prop_PaperFlat"
240,80,208,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
16,112,208,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
48,112,208,"Props_1F/prop_noticeboard/BB_Frame_L","BoardFrame"
80,112,208,"Light_1/Cap.001","FluorTube"
112,112,208,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
144,112,208,"Door_Room2/Frame","DoorWood"
176,112,208,"IVStand_2/Base","IVMetal"
208,112,208,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,112,208,"Props_1F/prop_noticeboard/BB_Frame_R","BoardFrame"
16,144,208,"Door_Room1/DoorPanel","DoorWood"
48,144,208,"HospitalBed_3/Footboard","BedMetal"
80,144,208,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
112,144,208,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
144,144,208,"IVStand_2/Wheel","IVMetal"
176,144,208,"Grime/Decal_Mold_02_115_1","Decal_Mold_02"
208,144,208,"HospitalBed_1/Leg.001","BedMetal"
240,144,208,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
16,176,208,"HospitalBed_2/SideRail.001","BedMetal"
48,176,208,"Props_1F/prop_window/Win_Curtain_L","Curtain"
80,176,208,"ExtraProps_1F/NurseCounter_1F/Chart_2","Prop_PaperFlat"
112,176,208,"Props_1F/prop_iv_stand_v2/IV_Caster4","IV_Rust"
144,176,208,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,176,208,"ExtraProps_1F/NurseCounter_1F/PhoneHandle","Prop_PhoneBlack"
208,176,208,"Light_4/Tube","FluorTube"
240,176,208,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
16,208,208,"Grime/Decal_Mold_02_112_-1","Decal_Mold_02"
48,208,208,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
80,208,208,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
112,208,208,"IVStand_2/Arm","IVMetal"
144,208,208,"Props_1F/prop_fire_extinguisher/Ext_Bracket_H2","ExtSilver"
176,208,208,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
208,208,208,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
240,208,208,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
16,240,208,"Grime/Decal_Mold_02_68_-1","Decal_Mold_02"
48,240,208,"ExtraProps_1F/Ext_1F_L/Nozzle","Prop_ExtMetal"
80,240,208,"Props_1F/prop_fluorescent_broken/FL_Cover_R","BrokenGlass"
112,240,208,"Light_1/Housing","FluorTube"
144,240,208,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
176,240,208,"Grime/Decal_Mold_01_77_1","Decal_Mold_01"
208,240,208,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
240,240,208,"ExtraProps_1F/Ext_1F_R/Hose2","Prop_ExtMetal"
16,16,240,"Door_Room2/DoorPanel","DoorWood"
48,16,240,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
80,16,240,"Props_1F/prop_iv_stand_v2/IV_Pole","IV_Metal"
112,16,240,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
144,16,240,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
176,16,240,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
208,16,240,"Light_3/Housing","FluorTube"
240,16,240,"Door_Room1/DoorWindow","DoorWood"
16,48,240,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
48,48,240,"Props_1F/prop_side_table/ST_Cup","Glass"
80,48,240,"Grime/Decal_Mold_02_3_1","Decal_Mold_02"
112,48,240,"Grime/Decal_Scratch_01_63_1","Decal_Scratch_01"
144,48,240,"Props_1F/prop_fluorescent_loose/FL_Frame","FL_Metal"
176,48,240,"Grime/Decal_Water_01_4_-1","Decal_Water_01"
208,48,240,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
240,48,240,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
16,80,240,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,80,240,"Grime/Decal_Scratch_01_23_1","Decal_Scratch_01"
80,80,240,"Props_1F/prop_fluorescent_normal/FL_Mount-0.25","FL_Metal"
112,80,240,"PackProps_1F/Bedding_1F_2/SM_Bed_01_Base","Mat_Bed_Metal_01"
144,80,240,"Grime/Decal_Mold_02_2_-1","Decal_Mold_02"
176,80,240,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
208,80,240,"Grime/Decal_Mold_01_76_-1","Decal_Mold_01"
240,80,240,"Door_Room3/DoorWindow","DoorWood"
16,112,240,"Wainscot_1F/WR","Wainscot_Green"
48,112,240,"Props_1F/prop_side_table/ST_Drawer","Tbl_Wood"
80,112,240,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
112,112,240,"Props_1F/prop_window/Win_Frame_L","Win_Wood"
144,112,240,"ExtraProps_1F/Clock_1F_R/Backing","Prop_ClockFace"
176,112,240,"Props_1F/prop_fluorescent_normal/FL_Cover","FL_Cover"
208,112,240,"Props_1F/prop_window/Win_Glass_B","Win_Glass"
240,112,240,"Decals_1F/Mold_1F_a","Decal_Mold_01"
16,144,240,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
48,144,240,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
80,144,240,"PackProps_1F/Bed_1F_0/SM_Bed_01_S","Mat_Bed_Metal_01s"
112,144,240,"ExtraProps_1F/NurseCounter_1F/SideL","Prop_Wood"
144,144,240,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
176,144,240,"Light_1/Cap","FluorTube"
208,144,240,"Props_1F/prop_iv_stand_v2/IV_Tube","IV_Metal"
240,144,240,"IVStand_1/Arm","IVMetal"
16,176,240,"Props_1F/prop_fluorescent_broken/FL_Frame","FL_Metal"
48,176,240,"Props_1F/prop_window/Win_Glass_B","Win_Glass"
80,176,240,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
112,176,240,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
144,176,240,"IVStand_2/Wheel.003","IVMetal"
176,176,240,"Props_1F/prop_iv_stand_v2/IV_Caster0","IV_Rust"
208,176,240,"Door_Room1/Frame","DoorWood"
240,176,240,"ExtraProps_1F/Clock_1F_L/Frame","Prop_ClockFrame"
16,208,240,"Grime/Decal_Water_01_86_-1","Decal_Water_01"
48,208,240,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
80,208,240,"Props_1F/prop_wall_clock/Clock_Min","ClockHand"
112,208,240,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
144,208,240,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
176,208,240,"Decals_1F/Mold_1F_b","Decal_Mold_02"
208,208,240,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
240,208,240,"HospitalBed_2/Headboard","BedMetal"
16,240,240,"Grime/Decal_Mold_01_106_-1","Decal_Mold_01"
48,240,240,"Door_Room1/TopFrame","DoorWood"
80,240,240,"Props_1F/prop_mirror/Mir_Frame_T","Mirror_Frame"
112,240,240,"Props_1F/prop_noticeboard/BB_Frame","BoardFrame"
144,240,240,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,240,240,"Props_1F/prop_fluorescent_normal/FL_Cover","FL_Cover"
208,240,240,"ExtraProps_1F/NurseCounter_1F/PhoneBase","Prop_PhoneBlack"
240,240,240,"PackProps_1F/Bedding_1F_0/SM_Bed_01_S","Mat_Bed_Metal_01s"
16,16,16,"ExtraProps_1F/Ext_1F_L/Body","Prop_ExtRed"
48,16,16,"Light_3/Cap.001","FluorTube"
80,16,16,"CharacterShowcase_1F/NPC_Nurse_Preview/Model","Char_NurseUniform"
112,16,16,"ExtraProps_1F/IVBag_1F/Bag","Prop_Glass"
144,16,16,"Grime/Decal_Water_01_1_1","Decal_Water_01"
176,16,16,"CharacterShowcase_1F/NPC_Ghost_Preview/Model","Char_Ghost"
208,16,16,"Props_1F/prop_mirror/Mir_Frame_L","Mirror_Frame"
240,16,16,"Props_1F/prop_fluorescent_normal/FL_Mount0.25","FL_Metal"
16,48,16,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
48,48,16,"Grime/Decal_Scratch_01_81_1","Decal_Scratch_01"
80,48,16,"Props_1F/prop_side_table/ST_Drawer","Tbl_Wood"
112,48,16,"Grime/Decal_Mold_02_57_1","Decal_Mold_02"
144,48,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
176,48,16,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
208,48,16,"Grime/Decal_Mold_02_110_-1","Decal_Mold_02"
240,48,16,"Grime/Decal_Scratch_01_67_1","Decal_Scratch_01"
16,80,16,"ExtraProps_1F/Clock_1F_L/Glass","Prop_Glass"
48,80,16,"IVStand_2/Pole","IVMetal"
80,80,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,80,16,"ExtraProps_1F/Ext_1F_R/Body","Prop_ExtRed"
144,80,16,"Props_1F/prop_iv_stand_v2/IV_Bar","IV_Metal"
176,80,16,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
208,80,16,"Grime/Decal_Mold_02_69_1","Decal_Mold_02"
240,80,16,"Grime/Decal_Scratch_01_37_1","Decal_Scratch_01"
16,112,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,112,16,"Grime/Decal_Water_01_87_1","Decal_Water_01"
80,112,16,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
112,112,16,"HospitalBed_1/Footboard","BedMetal"
144,112,16,"Grime/Decal_Water_01_84_-1","Decal_Water_01"
176,112,16,"Door_Room2/Knob","DoorWood"
208,112,16,"PackProps_1F/Bedding_1F_2/SM_BedBedding_01","M_BedBedding"
240,112,16,"Props_1F/prop_fluorescent_loose/FL_Cover_Hang","FL_Cover"
16,144,16,"Props_1F/prop_blood_pressure_monitor/BP_Cuff_Base","BP_Dark"
48,144,16,"Props_1F/prop_iv_stand_v2/IV_Caster2","IV_Rust"
80,144,16,"ExtraProps_1F/Ext_1F_L/Bracket","Prop_ExtMetal"
112,144,16,"Props_1F/prop_window/Win_Curtain_R","Curtain"
144,144,16,"PackProps_1F/Bedding_1F_1/SM_BedBedding_01","M_BedBedding"
176,144,16,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
208,144,16,"Grime/Decal_Water_01_93_1","Decal_Water_01"
240,144,16,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
16,176,16,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
48,176,16,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
80,176,16,"PackProps_1F/Bed_1F_2/SM_Bed_01_Base","Mat_Bed_Metal_01"
112,176,16,"ExtraProps_1F/Paper_1F_C","Prop_PaperFlat"
144,176,16,"Grime/Decal_Scratch_01_70_-1","Decal_Scratch_01"
176,176,16,"Grime/Decal_Mold_02_65_1","Decal_Mold_02"
208,176,16,"Grime/Decal_Scratch_01_90_-1","Decal_Scratch_01"
240,176,16,"Grime/Decal_Scratch_01_83_1","Decal_Scratch_01"
16,208,16,"ExtraProps_1F/NurseCounter_1F/FrontPanel","Prop_Wood"
48,208,16,"Props_1F/prop_fluorescent_normal/FL_Frame","FL_Metal"
80,208,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,208,16,"ExtraProps_1F/NurseCounter_1F/ShelfChart_0","Prop_PaperFlat"
144,208,16,"Grime/Decal_Scratch_01_20_-1","Decal_Scratch_01"
176,208,16,"Grime/Decal_Mold_02_41_1","Decal_Mold_02"
208,208,16,"Grime/Decal_Scratch_01_49_1","Decal_Scratch_01"
240,208,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,240,16,"Props_1F/prop_side_table/ST_Handle","Tbl_Metal"
48,240,16,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
80,240,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,240,16,"PackProps_1F/Bedding_1F_0/SM_Bed_01_Base","Mat_Bed_Metal_01"
144,240,16,"Light_1/Bracket","FluorTube"
176,240,16,"Props_1F/prop_iv_stand_v2/IV_Leg2","IV_Rust"
208,240,16,"Props_1F/prop_mirror/Mir_Glass","Mirror_Glass"
240,240,16,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
16,16,48,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
48,16,48,"ExtraProps_1F/Ext_1F_L/Hose1","Prop_ExtMetal"
80,16,48,"Props_1F/prop_trash_can/Trash_Body","TrashMetal"
112,16,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
144,16,48,"Grime/Decal_Scratch_01_74_-1","Decal_Scratch_01"
176,16,48,"Props_1F/prop_trash_can/Trash_Lid","TrashDark"
208,16,48,"Grime/Decal_Water_01_13_1","Decal_Water_01"
240,16,48,"CharacterShowcase_1F/NPC_Doctor_Preview/Model","Char_DoctorCoat"
16,48,48,"Props_1F/prop_mirror/Mir_Rust-0.30.4","MirRust-0.30.4"
48,48,48,"Props_1F/prop_magazine/Mag_Body","Mag_Cover"
80,48,48,"Light_2/Cap","FluorTube"
112,48,48,"Wainscot_1F/TL","Trim_Dark"
144,48,48,"Props_1F/prop_iv_stand_v2/IV_Caster1","IV_Rust"
176,48,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
208,48,48,"Props_1F/prop_fluorescent_broken/PackLamp/Box001","Mat_Lamp"
240,48,48,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
16,80,48,"Props_1F/prop_mirror/Mir_Frame_R","Mirror_Frame"
48,80,48,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,80,48,"Grime/Decal_Mold_02_32_-1","Decal_Mold_02"
112,80,48,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
144,80,48,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,80,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
208,80,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
240,80,48,"Props_1F/prop_fire_extinguisher/Ext_Bracket_H1","ExtSilver"
16,112,48,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
48,112,48,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
80,112,48,"IVStand_1/Wheel.001","IVMetal"
112,112,48,"Door_Room3/Frame","DoorWood"
144,112,48,"Props_1F/prop_iv_stand_v2/IV_Bag2","IV_Bag"
176,112,48,"Grime/Decal_Water_01_15_1","Decal_Water_01"
208,112,48,"Props_1F/prop_window/Win_Exterior","Win_Dark"
240,112,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
16,144,48,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,144,48,"CharacterShowcase_1F/NPC_Patient_Preview/Model/Patient_Gown","Char_PatientGown"
80,144,48,"Props_1F/prop_iv_stand_v2/IV_Ring","IV_Rust"
112,144,48,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
144,144,48,"Props_1F/prop_noticeboard/BB_Frame_L","BoardFrame"
176,144,48,"Grime/Decal_Water_01_72_-1","Decal_Water_01"
208,144,48,"HospitalBed_1/Leg.002","BedMetal"
240,144,48,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
16,176,48,"CharacterShowcase_1F/Enemy_Guard_Preview/Model","Char_GuardUniform"
48,176,48,"CharacterShowcase_1F/NPC_Patient_Preview/Model/Patient_Body","Char_PatientGown"
80,176,48,"Grime/Decal_Mold_02_40_-1","Decal_Mold_02"
112,176,48,"PackProps_1F/Bed_1F_1/SM_Bed_01_Base","Mat_Bed_Metal_01"
144,176,48,"PackArch_1F/P_Wall_02/Wall_02","Mat_Walllime01_C"
176,176,48,"ExtraProps_1F/Clock_1F_R/Frame","Prop_ClockFrame"
208,176,48,"Grime/Decal_Scratch_01_8_-1","Decal_Scratch_01"
240,176,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
16,208,48,"HospitalBed_2/Mattress","BedMetal"
48,208,48,"ExtraProps_1F/Ext_1F_L/Hose2","Prop_ExtMetal"
80,208,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
112,208,48,"Grime/Decal_Water_01_17_1","Decal_Water_01"
144,208,48,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
176,208,48,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
208,208,48,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,208,48,"Grime/Decal_Scratch_01_97_1","Decal_Scratch_01"
16,240,48,"Props_1F/prop_iv_stand_v2/IV_Bag2","IV_Bag"
48,240,48,"ExtraProps_1F/Clock_1F_L/Face","Prop_ClockFace"
80,240,48,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
112,240,48,"NPC_Nurse/Visual","Char_NurseUniform"
144,240,48,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
176,240,48,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,240,48,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
240,240,48,"PackProps_1F/Bed_1F_1/SM_Bed_01_S","Mat_Bed_Metal_01s"
16,16,80,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
48,16,80,"ExtraProps_1F/Noticeboard_1F_L1/Frame","Prop_NoticeFrame"
80,16,80,"Light_2/Bracket","FluorTube"
112,16,80,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
144,16,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
176,16,80,"Props_1F/prop_wall_clock/Clock_Glass","ClockGlass"
208,16,80,"HospitalBed_3/SideRail.001","BedMetal"
240,16,80,"ExtraProps_1F/NurseShelfChart_1","Prop_PaperFlat"
16,48,80,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
48,48,80,"Props_1F/prop_noticeboard/BB_Frame_T","BoardFrame"
80,48,80,"IVStand_1/Pole","IVMetal"
112,48,80,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
144,48,80,"Props_1F/prop_side_table/ST_Leg0.220.18","Tbl_Metal"
176,48,80,"Grime/Decal_Scratch_01_75_1","Decal_Scratch_01"
208,48,80,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
240,48,80,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
16,80,80,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
48,80,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Tile01"
80,80,80,"Enemy/Visual","Char_GuardUniform"
112,80,80,"ExtraProps_1F/NurseCounter_1F/PhoneDial","Prop_ExtMetal"
144,80,80,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
176,80,80,"Grime/Decal_Mold_01_107_1","Decal_Mold_01"
208,80,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,80,80,"Props_1F/prop_window/Win_Divider","Win_Wood"
16,112,80,"Grime/Decal_Water_01_100_-1","Decal_Water_01"
48,112,80,"Props_1F/prop_fluorescent_normal/PackLamp/Box001","Mat_Lamp"
80,112,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,112,80,"Grime/Decal_Scratch_01_44_-1","Decal_Scratch_01"
144,112,80,"PackArch_1F/P_Floor_02/Object","Mat_Walllime01_C"
176,112,80,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
208,112,80,"Door_Room3/Knob","DoorWood"
240,112,80,"PackArch_1F/P_Floor_02/Floor_02","Mat_Tile01"
16,144,80,"Props_1F/prop_blood_pressure_monitor/BP_Wall_Mount","BP_Metal"
48,144,80,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
80,144,80,"Props_1F/prop_mirror/Mir_Frame_B","Mirror_Frame"
112,144,80,"ExtraProps_1F/Noticeboard_1F_R1/Frame","Prop_NoticeFrame"
144,144,80,"ExtraProps_1F/Noticeboard_1F_L1/Face","Prop_NoticeFace"
176,144,80,"ExtraProps_1F/Noticeboard_1F_R1/Face","Prop_NoticeFace"
208,144,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,144,80,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
16,176,80,"Grime/Decal_Scratch_01_26_-1","Decal_Scratch_01"
48,176,80,"ExtraProps_1F/Ext_1F_R/Nozzle","Prop_ExtMetal"
80,176,80,"Props_1F/prop_window/Win_Frame_T","Win_Wood"
112,176,80,"Door_Room2/TopFrame","DoorWood"
144,176,80,"PackArch_1F/P_Wall_02/Tile02","Mat_Tile02"
176,176,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,176,80,"Grime/Decal_Scratch_01_80_-1","Decal_Scratch_01"
240,176,80,"Grime/Decal_Mold_02_61_1","Decal_Mold_02"
16,208,80,"Grime/Decal_Mold_02_111_1","Decal_Mold_02"
48,208,80,"Light_4/Bracket","FluorTube"
80,208,80,"Props_1F/prop_noticeboard/BB_Frame_R","BoardFrame"
112,208,80,"Props_1F/prop_window/Win_Exterior","Win_Dark"
144,208,80,"Grime/Decal_Scratch_01_9_1","Decal_Scratch_01"
176,208,80,"Props_1F/prop_trash_can/Trash_Pedal","TrashDark"
208,208,80,"Grime/Decal_Water_01_50_-1","Decal_Water_01"
240,208,80,"PackArch_1F/P_Wall_01/Wall_01","Mat_Tile02"
16,240,80,"PackArch_1F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,240,80,"PackArch_1F/P_Wall_01/Object001","Mat_Walllime01_C"
