r,g,b,path,material
176,176,176,"PackProps_3F/Bed_3F_2/SM_Bed_01_S","Mat_Bed_Metal_01s"
208,176,176,"Grime/Decal_Mold_01_231_1","Decal_Mold_01"
240,176,176,"PackProps_3F/Bedding_3F_9/SM_Bed_01_Base","Mat_Bed_Metal_01"
16,208,176,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,208,176,"Grime/Decal_Mold_02_468_-1","Decal_Mold_02"
80,208,176,"Props_3F/prop_wheelchair/Cylinder.009","WC_Metal"
112,208,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,208,176,"Grime/Decal_Scratch_01_313_1","Decal_Scratch_01"
176,208,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,208,176,"PackProps_3F/Bed_3F_10/SM_Bed_01_Base","Mat_Bed_Metal_01"
240,208,176,"Grime/Decal_Mold_02_84_-1","Decal_Mold_02"
16,240,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,240,176,"IsoRoom_R3_BarH2","Lit"
80,240,176,"Grime/Decal_Water_01_581_1","Decal_Water_01"
112,240,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,240,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,240,176,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,240,176,"Grime/Decal_Water_01_413_1","Decal_Water_01"
240,240,176,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,16,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,16,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,16,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,16,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,16,208,"Grime/Decal_Scratch_01_537_1","Decal_Scratch_01"
176,16,208,"Wainscot_3F/WL","Wainscot_Green"
208,16,208,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
240,16,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,48,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,48,208,"Grime/Decal_Mold_01_9_1","Decal_Mold_01"
80,48,208,"Grime/Decal_Mold_02_14_-1","Decal_Mold_02"
112,48,208,"Grime/Decal_Scratch_01_419_1","Decal_Scratch_01"
144,48,208,"Grime/Decal_Mold_01_375_1","Decal_Mold_01"
176,48,208,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
208,48,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,48,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,80,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,80,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,80,208,"Grime/Decal_Mold_02_93_1","Decal_Mold_02"
112,80,208,"Grime/Decal_Mold_02_569_1","Decal_Mold_02"
144,80,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,80,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,80,208,"Grime/Decal_Scratch_01_415_1","Decal_Scratch_01"
240,80,208,"PlayerOwnRoom_Mirror","Lit"
16,112,208,"ExtraProps_3F/Ext_3F_L/Lever","Prop_ExtMetal"
48,112,208,"Grime/Decal_Water_01_322_-1","Decal_Water_01"
80,112,208,"Grime/Decal_Water_01_509_1","Decal_Water_01"
112,112,208,"Props_3F/prop_fluorescent_loose/FL_Wire","FL_Metal"
144,112,208,"Grime/Decal_Water_01_259_1","Decal_Water_01"
176,112,208,"Grime/Decal_Scratch_01_450_-1","Decal_Scratch_01"
208,112,208,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
240,112,208,"Grime/Decal_Mold_01_167_1","Decal_Mold_01"
16,144,208,"Grime/Decal_Mold_02_283_1","Decal_Mold_02"
48,144,208,"Grime/Decal_Blood_01_47_1","Decal_Blood_01"
80,144,208,"Grime/Decal_Mold_01_160_-1","Decal_Mold_01"
112,144,208,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,144,208,"Grime/Decal_Water_01_578_-1","Decal_Water_01"
176,144,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,144,208,"ExtraProps_3F/Noticeboard_3F_R1/Frame","Prop_NoticeFrame"
240,144,208,"IsoRoom_R5_BarH2","Lit"
16,176,208,"Grime/Decal_Water_01_266_-1","Decal_Water_01"
48,176,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,176,208,"Grime/Decal_Scratch_01_542_-1","Decal_Scratch_01"
112,176,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,176,208,"Grime/Decal_Mold_01_189_1","Decal_Mold_01"
176,176,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,176,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,176,208,"Grime/Decal_Scratch_01_11_1","Decal_Scratch_01"
16,208,208,"Grime/Decal_Scratch_01_441_1","Decal_Scratch_01"
48,208,208,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
80,208,208,"Grime/Decal_Blood_01_87_1","Decal_Blood_01"
112,208,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
144,208,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,208,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,208,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,208,208,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,240,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,240,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,240,208,"Grime/Decal_Blood_02_218_-1","Decal_Blood_02"
112,240,208,"Grime/Decal_Scratch_01_278_-1","Decal_Scratch_01"
144,240,208,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,240,208,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,240,208,"Grime/Decal_Mold_02_215_1","Decal_Mold_02"
240,240,208,"Grime/Decal_Mold_01_193_1","Decal_Mold_01"
16,16,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,16,240,"Grime/Decal_Mold_01_454_-1","Decal_Mold_01"
80,16,240,"IsoRoom_L5_BarV2","Lit"
112,16,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,16,240,"Props_3F/prop_wheelchair/Cylinder.002","WC_Metal"
176,16,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,16,240,"Grime/Decal_Mold_01_456_-1","Decal_Mold_01"
240,16,240,"Grime/Decal_Water_01_432_-1","Decal_Water_01"
16,48,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,48,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,48,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,48,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
144,48,240,"Grime/Decal_Scratch_01_124_-1","Decal_Scratch_01"
176,48,240,"Grime/Decal_Mold_01_403_1","Decal_Mold_01"
208,48,240,"PackProps_3F/Bed_3F_3/SM_Bed_01_Base","Mat_Bed_Metal_01"
240,48,240,"Grime/Decal_Water_01_179_1","Decal_Water_01"
16,80,240,"Props_3F/prop_wheelchair/Cylinder","WC_Metal"
48,80,240,"Grime/Decal_Mold_02_562_-1","Decal_Mold_02"
80,80,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,80,240,"Grime/Decal_Blood_01_445_1","Decal_Blood_01"
144,80,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,80,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,80,240,"Grime/Decal_Water_01_142_-1","Decal_Water_01"
240,80,240,"Grime/Decal_Mold_01_140_-1","Decal_Mold_01"
16,112,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
48,112,240,"Props_3F/prop_fluorescent_broken/FL_Frame","FL_Metal"
80,112,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,112,240,"PackArch_3F/P_Wall_02/Tile02","Mat_Tile02"
144,112,240,"Grime/Decal_Water_01_194_-1","Decal_Water_01"
176,112,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,112,240,"Props_3F/prop_wheelchair/Cylinder.007","WC_Metal"
240,112,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,144,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,144,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
80,144,240,"Grime/Decal_Water_01_497_1","Decal_Water_01"
112,144,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
144,144,240,"Grime/Decal_Mold_02_394_-1","Decal_Mold_02"
176,144,240,"Grime/Decal_Scratch_01_350_-1","Decal_Scratch_01"
208,144,240,"Grime/Decal_Scratch_01_245_1","Decal_Scratch_01"
240,144,240,"Grime/Decal_Water_01_170_-1","Decal_Water_01"
16,176,240,"Props_3F/prop_wheelchair/Torus.002","WC_Tire"
48,176,240,"Grime/Decal_Water_01_341_1","Decal_Water_01"
80,176,240,"Props_3F/prop_stretcher/S_Foot","StretcherMetal"
112,176,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,176,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,176,240,"Props_3F/prop_fluorescent_loose/PackLamp/Box001","Mat_Lamp"
208,176,240,"Grime/Decal_Water_01_147_1","Decal_Water_01"
240,176,240,"Props_3F/prop_wheelchair/Cylinder.014","WC_Metal"
16,208,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,208,240,"ExtraProps_3F/Noticeboard_3F_R1/Face","Prop_NoticeFace"
80,208,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,208,240,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
144,208,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
176,208,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,208,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,208,240,"Grime/Decal_Mold_01_104_-1","Decal_Mold_01"
16,240,240,"Props_3F/prop_stretcher/S_Leg0.30.85","StretcherMetal"
48,240,240,"Grime/Decal_Scratch_01_476_-1","Decal_Scratch_01"
80,240,240,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,240,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,240,240,"Grime/Decal_Water_01_540_-1","Decal_Water_01"
176,240,240,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,240,240,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
240,240,240,"Grime/Decal_Mold_02_293_1","Decal_Mold_02"
16,16,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
48,16,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
80,16,16,"Grime/Decal_Scratch_01_365_1","Decal_Scratch_01"
112,16,16,"IsoRoom_L2_BarV1","Lit"
144,16,16,"Props_3F/prop_stretcher/S_Leg-0.30.85","StretcherMetal"
176,16,16,"Grime/Decal_Mold_01_210_-1","Decal_Mold_01"
208,16,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,16,16,"PackProps_3F/Bedding_3F_4/SM_BedBedding_01","M_BedBedding"
16,48,16,"Grime/Decal_Scratch_01_145_1","Decal_Scratch_01"
48,48,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,48,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,48,16,"Grime/Decal_Scratch_01_144_-1","Decal_Scratch_01"
144,48,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,48,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,48,16,"Grime/Decal_Mold_01_514_-1","Decal_Mold_01"
240,48,16,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
16,80,16,"Grime/Decal_Mold_02_34_-1","Decal_Mold_02"
48,80,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,80,16,"Grime/Decal_Water_01_366_-1","Decal_Water_01"
112,80,16,"Grime/Decal_Water_01_163_1","Decal_Water_01"
144,80,16,"Grime/Decal_Water_01_29_1","Decal_Water_01"
176,80,16,"Grime/Decal_Mold_01_455_1","Decal_Mold_01"
208,80,16,"IsoRoom_L1_BarH2","Lit"
240,80,16,"Grime/Decal_Blood_01_361_1","Decal_Blood_01"
16,112,16,"PackProps_3F/Bed_3F_2/SM_Bed_01_Base","Mat_Bed_Metal_01"
48,112,16,"Grime/Decal_Scratch_01_543_1","Decal_Scratch_01"
80,112,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,112,16,"Props_3F/prop_wheelchair/Torus.002","WC_Tire"
144,112,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,112,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,112,16,"Grime/Decal_Mold_02_346_-1","Decal_Mold_02"
240,112,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,144,16,"Decals_3F/Graf_Derarenai","Decal_Derarenai"
48,144,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,144,16,"Grime/Decal_Water_01_220_-1","Decal_Water_01"
112,144,16,"Grime/Decal_Water_01_373_1","Decal_Water_01"
144,144,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
176,144,16,"Grime/Decal_Water_01_576_-1","Decal_Water_01"
208,144,16,"PackProps_3F/Bed_3F_5/SM_Bed_01_S","Mat_Bed_Metal_01s"
240,144,16,"ExtraProps_3F/Ext_3F_R/Hose1","Prop_ExtMetal"
16,176,16,"IsoRoom_R2_BarH2","Lit"
48,176,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,176,16,"Grime/Decal_Water_01_174_-1","Decal_Water_01"
112,176,16,"Grime/Decal_Mold_02_15_1","Decal_Mold_02"
144,176,16,"Grime/Decal_Water_01_328_-1","Decal_Water_01"
176,176,16,"Grime/Decal_Water_01_551_1","Decal_Water_01"
208,176,16,"Grime/Decal_Water_01_304_-1","Decal_Water_01"
240,176,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,208,16,"Grime/Decal_Mold_01_479_1","Decal_Mold_01"
48,208,16,"PackProps_3F/Bedding_3F_9/SM_BedBedding_01","M_BedBedding"
80,208,16,"Grime/Decal_Water_01_99_1","Decal_Water_01"
112,208,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,208,16,"PackProps_3F/Bed_3F_8/SM_Bed_01_Base","Mat_Bed_Metal_01"
176,208,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,208,16,"Grime/Decal_Mold_01_117_1","Decal_Mold_01"
240,208,16,"Grime/Decal_Mold_01_116_-1","Decal_Mold_01"
16,240,16,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,240,16,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,240,16,"Grime/Decal_Water_01_359_1","Decal_Water_01"
112,240,16,"Grime/Decal_Mold_02_486_-1","Decal_Mold_02"
144,240,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,240,16,"Props_3F/prop_stretcher/S_Leg-0.3-0.85","StretcherMetal"
208,240,16,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,240,16,"Grime/Decal_Scratch_01_26_-1","Decal_Scratch_01"
16,16,48,"IsoRoom_L5_BarH1","Lit"
48,16,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,16,48,"Grime/Decal_Water_01_198_-1","Decal_Water_01"
112,16,48,"Grime/Decal_Mold_02_395_1","Decal_Mold_02"
144,16,48,"PackProps_3F/Bedding_3F_7/SM_Bed_01_Base","Mat_Bed_Metal_01"
176,16,48,"Grime/Decal_Mold_02_334_-1","Decal_Mold_02"
208,16,48,"Grime/Decal_Water_01_1_1","Decal_Water_01"
240,16,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
16,48,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
48,48,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
80,48,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,48,48,"Grime/Decal_Water_01_59_1","Decal_Water_01"
144,48,48,"Grime/Decal_Mold_01_74_-1","Decal_Mold_01"
176,48,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,48,48,"Grime/Decal_Scratch_01_490_-1","Decal_Scratch_01"
240,48,48,"Grime/Decal_Mold_01_560_-1","Decal_Mold_01"
16,80,48,"Grime/Decal_Mold_01_439_1","Decal_Mold_01"
48,80,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,80,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,80,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,80,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,80,48,"Props_3F/prop_stretcher/S_Head","StretcherMetal"
208,80,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,80,48,"Grime/Decal_Water_01_546_-1","Decal_Water_01"
16,112,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,112,48,"Props_3F/prop_wheelchair/Torus.003","WC_Tire"
80,112,48,"Grime/Decal_Water_01_276_-1","Decal_Water_01"
112,112,48,"Grime/Decal_Mold_02_500_-1","Decal_Mold_02"
144,112,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,112,48,"Wainscot_3F/TR","Trim_Dark"
208,112,48,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,112,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
16,144,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,144,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,144,48,"Grime/Decal_Mold_02_469_1","Decal_Mold_02"
112,144,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,144,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,144,48,"Grime/Decal_Scratch_01_388_-1","Decal_Scratch_01"
208,144,48,"PackProps_3F/Bedding_3F_10/SM_Bed_01_S","Mat_Bed_Metal_01s"
240,144,48,"Grime/Decal_Mold_01_37_1","Decal_Mold_01"
16,176,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,176,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,176,48,"Grime/Decal_Water_01_152_-1","Decal_Water_01"
112,176,48,"Props_3F/prop_wheelchair/Cylinder.003","WC_Metal"
144,176,48,"Grime/Decal_Mold_02_302_-1","Decal_Mold_02"
176,176,48,"Grime/Decal_Mold_01_472_-1","Decal_Mold_01"
208,176,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,176,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
16,208,48,"Grime/Decal_Mold_02_307_1","Decal_Mold_02"
48,208,48,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
80,208,48,"Grime/Decal_Water_01_384_-1","Decal_Water_01"
112,208,48,"Grime/Decal_Scratch_01_284_-1","Decal_Scratch_01"
144,208,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,208,48,"Grime/Decal_Scratch_01_381_1","Decal_Scratch_01"
208,208,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
240,208,48,"Grime/Decal_Mold_02_91_1","Decal_Mold_02"
16,240,48,"Grime/Decal_Mold_02_400_-1","Decal_Mold_02"
48,240,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,240,48,"Props_3F/prop_fluorescent_broken/FL_Cover_R","BrokenGlass"
112,240,48,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,240,48,"Grime/Decal_Water_01_352_-1","Decal_Water_01"
176,240,48,"Grime/Decal_Mold_02_292_-1","Decal_Mold_02"
208,240,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
240,240,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,16,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,16,80,"ExtraProps_3F/Noticeboard_3F_L1/Face","Prop_NoticeFace"
80,16,80,"Grime/Decal_Scratch_01_488_-1","Decal_Scratch_01"
112,16,80,"Grime/Decal_Mold_01_345_1","Decal_Mold_01"
144,16,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,16,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,16,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,16,80,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
16,48,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
48,48,80,"PackProps_3F/Bedding_3F_6/SM_Bed_01_S","Mat_Bed_Metal_01s"
80,48,80,"Grime/Decal_Mold_01_457_1","Decal_Mold_01"
112,48,80,"Props_3F/prop_wheelchair/Cylinder.005","WC_Metal"
144,48,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
176,48,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,48,80,"Grime/Decal_Scratch_01_557_1","Decal_Scratch_01"
240,48,80,"Grime/Decal_Mold_02_155_1","Decal_Mold_02"
16,80,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,80,80,"Grime/Decal_Mold_01_311_1","Decal_Mold_01"
80,80,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,80,80,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,80,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,80,80,"Grime/Decal_Mold_01_205_1","Decal_Mold_01"
208,80,80,"Props_3F/prop_wheelchair/Cylinder.014","WC_Metal"
240,80,80,"IsoRoom_R1_BarH2","Lit"
16,112,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,112,80,"PackProps_3F/Bed_3F_7/SM_Bed_01_S","Mat_Bed_Metal_01s"
80,112,80,"Grime/Decal_Blood_02_212_-1","Decal_Blood_02"
112,112,80,"Grime/Decal_Water_01_547_1","Decal_Water_01"
144,112,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,112,80,"Grime/Decal_Mold_01_226_-1","Decal_Mold_01"
208,112,80,"Grime/Decal_Water_01_327_1","Decal_Water_01"
240,112,80,"IsoRoom_L2_BarV2","Lit"
16,144,80,"Grime/Decal_Water_01_541_1","Decal_Water_01"
48,144,80,"Grime/Decal_Mold_01_235_1","Decal_Mold_01"
80,144,80,"Grime/Decal_Mold_02_475_1","Decal_Mold_02"
112,144,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
144,144,80,"Grime/Decal_Scratch_01_533_1","Decal_Scratch_01"
176,144,80,"PackProps_3F/Bedding_3F_0/SM_Bed_01_Base","Mat_Bed_Metal_01"
208,144,80,"Grime/Decal_Mold_02_571_1","Decal_Mold_02"
240,144,80,"PackProps_3F/Bedding_3F_2/SM_Bed_01_S","Mat_Bed_Metal_01s"
16,176,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,176,80,"Grime/Decal_Scratch_01_397_1","Decal_Scratch_01"
80,176,80,"Grime/Decal_Blood_02_19_1","Decal_Blood_02"
112,176,80,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
144,176,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,176,80,"Grime/Decal_Water_01_483_1","Decal_Water_01"
208,176,80,"Grime/Decal_Scratch_01_209_1","Decal_Scratch_01"
240,176,80,"Grime/Decal_Water_01_297_1","Decal_Water_01"
16,208,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,208,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,208,80,"Grime/Decal_Water_01_471_1","Decal_Water_01"
112,208,80,"Grime/Decal_Mold_02_129_1","Decal_Mold_02"
144,208,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,208,80,"Grime/Decal_Mold_02_151_1","Decal_Mold_02"
208,208,80,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
240,208,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,240,80,"Grime/Decal_Water_01_433_1","Decal_Water_01"
48,240,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
80,240,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,240,80,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
144,240,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,240,80,"Grime/Decal_Scratch_01_532_-1","Decal_Scratch_01"
208,240,80,"Props_3F/prop_wheelchair/WC_Arm-0.24","WC_Metal"
240,240,80,"PackProps_3F/Bedding_3F_10/SM_BedBedding_01","M_BedBedding"
16,16,112,"Grime/Decal_Mold_01_264_-1","Decal_Mold_01"
48,16,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,16,112,"Props_3F/prop_wheelchair/WC_Back","WC_Seat"
112,16,112,"Grime/Decal_Water_01_175_1","Decal_Water_01"
144,16,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,16,112,"Grime/Decal_Mold_01_127_1","Decal_Mold_01"
208,16,112,"PackProps_3F/Bed_3F_0/SM_Bed_01_S","Mat_Bed_Metal_01s"
240,16,112,"Grime/Decal_Water_01_280_-1","Decal_Water_01"
16,48,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,48,112,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
80,48,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,48,112,"Grime/Decal_Mold_01_36_-1","Decal_Mold_01"
144,48,112,"PlayerOwnRoom_NamePlate","Lit"
176,48,112,"Grime/Decal_Scratch_01_73_1","Decal_Scratch_01"
208,48,112,"Grime/Decal_Scratch_01_33_1","Decal_Scratch_01"
240,48,112,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
16,80,112,"Grime/Decal_Water_01_187_1","Decal_Water_01"
48,80,112,"Grime/Decal_Mold_01_446_-1","Decal_Mold_01"
80,80,112,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
112,80,112,"Grime/Decal_Mold_01_423_1","Decal_Mold_01"
144,80,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
176,80,112,"Grime/Decal_Mold_01_118_-1","Decal_Mold_01"
208,80,112,"Grime/Decal_Mold_02_6_-1","Decal_Mold_02"
